,name,price,type,종류,소재,치수,제조사,제조국,취급시 주의사항,품질보증기준,A/S 책임자,색상,크기,제품 소재,세탁방법/취급시 주의사항,제조연월,비비안웨스트우드 / 지인터내셔날㈜,이탈리아,"수분, 직사광선, 이염, 변색, 화기 등 주의(고객센터문의)",관련 법 및 소비자 분쟁해결 규정에 따름,관련법 및 소비자 분쟁 해결기준에 따름
114,[카카오 익스클루시브] 불가리 불가리 코인 퍼스,"480,000원",luxury,상품상세설명 참조,상품상세설명 참조,,불가리,이탈리아,"불가리 가방이나 지갑에 물건을 과도하게 수납할 경우, 실루엣이 변형되거나 숄더 스트랩과 잠금장치, 버클 등이 손상될 수 있습니다. 제품을 사용하지 않을 때는 제품의 원래 형태를 유지하기 위해 티슈로 가방 안을 채운 후 제품과 함께 제공된 더스트 백에 넣어 보관하십시오 섬세한 레더에 흔적이나 자국을 남기지 않도록, 체인 또는 특수 핸들은 백 안에 접어 넣으십시오. 거친 질감의 소재는 레더 제품의 표면을 손상시킬 수 있으므로 접촉을 피하고, 화학물질이나 유분기, 메이크업 제품이나 향수에 닿지 않도록 유의하십시오. 레더 제품이 물, 습기 및 극한 온도에 노출되지 않도록 주의를 기울여야 합니다. 제품이 물기에 노출된 경우에는 부드러운 마른 천을 이용하여 문지르는 대신 가볍게 톡톡 두드려 바로 물기를 흡수시키십시오. 얼룩이 생기는 즉시 부드럽고 잘 마른 흰색 천을 이용하여 얼룩을 가볍게 톡톡 두드려 제거하십시오. 가죽이나 텍스타일 소재에 알코올, 용제 또는 얼룩 제거제와 같이 손상을 야기할 수 있는 용액을 사용해서는 안 됩니다. 얼룩이 사라지지 않으면 불가리 부티크 에 방문해주시기 바랍니다. 레더 제품이 변색될 수 있으므로 직사광선이나 인공 조명에 장기간 노출하지 마십시오. 화이트 계열의 레더 제품은 특히 빛에 민감하기 때문에 장시간 빛에 노출되면 누렇게 변색될 수 있습니다. 레더 소재의 제품 표면이 변색될 수 있으므로 페이턴트 레더 제품의 경우 PVC 코팅 표면에 닿지 않도록 유의하십시오. 불가리 자수 장식은 귀금속으로 제작되므로 손상을 야기하는 강한 알코올 또는 용액과의 접촉을 피하십시오.디지털 정품 보증서는 불가리에서 엄격한 품질 표준에 따라 디자인 및 제작한 불가리 정품 가죽 제품임을 인증하는 문서입니다. 정품 보증서는 구매일 및 정품을 인증하는 증거가 되며, 전 세계 모든 지역에서 제조상의 결함과 관련하여 2년간의 보증이 적용됩니다. 서비스를 받기 위해 방문하시는 경우 가방 또는 액세서리 구매 시 함께 제공된 디지털 정품 보증서를 지참해야 합니다. 스마트폰으로 디지털 정품 보증서에 인쇄된 QR 코드 또는 NFC 코드를 스캔하면 불가리 제품에 대한 세부 정보를 확인할 수 있습니다. 불가리 가죽 제품에는 NFC(근거리무선통신) 태그가 포함되어 있습니다. NFC 태그를 스캔하면 일련 번호, 제품 코드, 정품을 인증하는 디지털 서명 등 정품 및 품질을 보증하는 자세한 정보를 확인할 수 있습니다. 태그는 NFC 장치를 이용하여 판독할 수 있으며, 개인 정보 및 제품 소유자를 판별하는 데이터는 포함되어 있지 않습니다.",상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,
115,[공식]롱샴 르 플리아쥬 오리지널 탑핸들백 L1621089P68,"180,000원",luxury,탑핸들백,100% 나일론 / 천연가죽(소),,제조사 : 롱샴 / 수입자 : ㈜롱샴코리아,"프랑스, 루마니아, 모리셔스, 모로코, 중국, 튀니지, 불가리아, 이탈리아 외 국가 (위 국가에서 제조된 상품이 랜덤으로 발송됩니다)",[ 섬유 소재 ] 겉감과 안감을 접착제로 밀착시켜 만든 소재는 시간이 경과함에 따라 습기 등의 영향으로 접착제의 기능이 약화되어 원단의 접착이 떨어지는 현상이 발생할 수 있습니다. 비에 젖은 경우에는 빠르게 수분을 닦아내고 통풍이 잘 되는 곳에서 건조시켜 주십시오. 심하게 젖은 경우엔 동그랗게 색이 착색되는 경우가 있으므로 주의하여 주십시오. 직물 소재의 특성상 사용함에 따라 모서리 및 표면이 마모될 수 있습니다. 천 소재의 가방은 물세탁 및 드라이크리닝을 금하고 있으니 유의하여 사용 바랍니다. 사용하면서 발생하는 제품 오염의 세탁 서비스는 대행해 드리지 않습니다.,"[ 품질보증 기준 ] 롱샴 제품의 품질 보증서를 소지하신 고객에 한해, 구매일 기준 6개월 이내에 상품의 불량이 확인된 경우 무상으로 수선해 드립니다. 단, 고객 부주의에 의한 수선은 품질보증 기간에 상관없이 유상으로 진행되며, 수선 의뢰 시 제품 구매 카드를 반드시 지참하여 해당 구입처로 문의하시기 바랍니다. 상품에 동봉되는 품질 보증서 또는 공정거래위원회 고시 소비자 분쟁 해결 기준에 따릅니다. 공정거래위원회 고시 소비자 분쟁 해결기준은 품질 보증서에 우선하여 진행합니다. 분쟁이 발생할 경우 관련법 및 소비자 분쟁 해결 기준에 따릅니다.",㈜롱샴코리아 02-725-1505,네이비,23 x 22 x 14 (밑변 x 높이 x 폭 / cm),,,,,,,,
116,사피아노 가죽 3단 지갑,"650,000원",luxury,상품상세설명 참조,상품상세설명 참조,,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,
117,해리 01,"289,000원",luxury,안경,"아세테이트, 메탈","프레임 정면 139 mm,  프레임 옆면 148 mm, 렌즈 가로 46 mm, 렌즈 높이 39.7 mm",젠틀몬스터,중국,- 제품을 착용한 상태에서의 격렬한 운동은 파손으로 인해 얼굴에 중상을 입힐 위험이 있으니 주의하시기 바랍니다. - 제품은 케이스에 넣어 건조한 장소에 보관하십시오. - 섭씨 영하 10도에서 영상 35도 사이의 온도에 보관하십시오. - 차 안 대시보드와 같이 밀폐된 공간에서 햇볕에 노출되거나 고온에 방치되는 경우 제품 기능에 손상을 줄 수 있습니다. - 메탈소재의 제품은 피부가 민감하신 분에게 알레르기 반응을 일으킬 수 있으니 주의하시기 바랍니다.,관련법 및 소비자 분쟁해결 기준에 따름,주식회사 아이아이컴바인드,,,,,,,,,,
118,릭 01,"259,000원",luxury,선글라스,아세테이트,"프레임 정면 150.4 mm,  프레임 옆면 147 mm, 렌즈 가로 63.5 mm, 렌즈 높이 53.9 mm",제조자 : 젠틀몬스터 / 수입자 : 아이아이컴바인드,중국,사용상 주의사항  - 태양 직접 관촬용이 아님 - 일광욕실에서와 같은 인공 광원에 대한 보호용이 아님 - 역학적 충격 위해에 대한 눈 보호용이 아님  취급 주의사항  - 제품을 착용한 상태에서의 격렬한 운동은 파손으로 인해 얼굴에 중상을 입힐 위험이 있으니 주의하시기 바랍니다. - 제품은 케이스에 넣어 건조한 장소에 보관하십시오. - 섭씨 영하 10도에서 영상 35도 사이의 온도에 보관하십시오. - 차 안 대시보드와 같이 밀폐된 공간에서 햇볕에 노출되거나 고온에 방치되는 경우 제품 기능에 손상을 줄 수 있습니다.,관련법 및 소비자 분쟁해결 기준에 따름,주식회사 아이아이컴바인드,,,,,,,,,,
119,[카카오 익스클루시브] 불가리 불가리 코인 퍼스,"480,000원",luxury,상품상세설명 참조,상품상세설명 참조,,불가리,이탈리아,"불가리 가방이나 지갑에 물건을 과도하게 수납할 경우, 실루엣이 변형되거나 숄더 스트랩과 잠금장치, 버클 등이 손상될 수 있습니다. 제품을 사용하지 않을 때는 제품의 원래 형태를 유지하기 위해 티슈로 가방 안을 채운 후 제품과 함께 제공된 더스트 백에 넣어 보관하십시오 섬세한 레더에 흔적이나 자국을 남기지 않도록, 체인 또는 특수 핸들은 백 안에 접어 넣으십시오. 거친 질감의 소재는 레더 제품의 표면을 손상시킬 수 있으므로 접촉을 피하고, 화학물질이나 유분기, 메이크업 제품이나 향수에 닿지 않도록 유의하십시오. 레더 제품이 물, 습기 및 극한 온도에 노출되지 않도록 주의를 기울여야 합니다. 제품이 물기에 노출된 경우에는 부드러운 마른 천을 이용하여 문지르는 대신 가볍게 톡톡 두드려 바로 물기를 흡수시키십시오. 얼룩이 생기는 즉시 부드럽고 잘 마른 흰색 천을 이용하여 얼룩을 가볍게 톡톡 두드려 제거하십시오. 가죽이나 텍스타일 소재에 알코올, 용제 또는 얼룩 제거제와 같이 손상을 야기할 수 있는 용액을 사용해서는 안 됩니다. 얼룩이 사라지지 않으면 불가리 부티크 에 방문해주시기 바랍니다. 레더 제품이 변색될 수 있으므로 직사광선이나 인공 조명에 장기간 노출하지 마십시오. 화이트 계열의 레더 제품은 특히 빛에 민감하기 때문에 장시간 빛에 노출되면 누렇게 변색될 수 있습니다. 레더 소재의 제품 표면이 변색될 수 있으므로 페이턴트 레더 제품의 경우 PVC 코팅 표면에 닿지 않도록 유의하십시오. 불가리 자수 장식은 귀금속으로 제작되므로 손상을 야기하는 강한 알코올 또는 용액과의 접촉을 피하십시오.디지털 정품 보증서는 불가리에서 엄격한 품질 표준에 따라 디자인 및 제작한 불가리 정품 가죽 제품임을 인증하는 문서입니다. 정품 보증서는 구매일 및 정품을 인증하는 증거가 되며, 전 세계 모든 지역에서 제조상의 결함과 관련하여 2년간의 보증이 적용됩니다. 서비스를 받기 위해 방문하시는 경우 가방 또는 액세서리 구매 시 함께 제공된 디지털 정품 보증서를 지참해야 합니다. 스마트폰으로 디지털 정품 보증서에 인쇄된 QR 코드 또는 NFC 코드를 스캔하면 불가리 제품에 대한 세부 정보를 확인할 수 있습니다. 불가리 가죽 제품에는 NFC(근거리무선통신) 태그가 포함되어 있습니다. NFC 태그를 스캔하면 일련 번호, 제품 코드, 정품을 인증하는 디지털 서명 등 정품 및 품질을 보증하는 자세한 정보를 확인할 수 있습니다. 태그는 NFC 장치를 이용하여 판독할 수 있으며, 개인 정보 및 제품 소유자를 판별하는 데이터는 포함되어 있지 않습니다.",상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,
120,[제임스] 남성 스웨이드 나일론 스니커즈,"1,370,000원",luxury,,,상품상세설명 참조,제조자 : TOM FORD DISTRIBUTION S.R.L. [수입자 - 톰포드리테일코리아],이태리,상품상세설명 참조,"품질보증기준: A/S 보증기간 1년 (상품 이상 시 무상수선, 고객의 부주의로 판단되는 경우 유상수선)",톰포드리테일코리아 (02-6205-2322),상품상세설명 참조,,상품상세설명 참조,,,,,,,
121,보테가베네타 635057 VCPQ3 8803 인트레치아토 카드지갑,"360,900원",luxury,카드홀더,소가죽,SIZE - 10.5cmx8cmx0.5cm,보테가베네타/㈜ 트랜드메카-병행수입,브랜드국-이탈리아(ITALY)(원산지:이탈리아),"화장품,향수,마찰등으로 변색,탈색,이염등 상품이 손상 될수 있으니 주의하세요. / 충격과 비틀림에 의한 파손에 주의하세요. / 피부가 민감하여 알러지 반응이 있을시 착용을 중지하세요. / 천연가죽 특성상 작은상처나 가죽결 및 약간의 색조차이가 발생할 수 있으므로, 이점은 결함으로 볼 수 없습니다. / 취급시 수분(물, 땀, 향수 등), 기름, 습기(여름철 습도 등), 온도와 직사광선을 피하여 보관, 사용하시기 바랍니다.",구입일로부터 1년. 관련법 및 소비자 분쟁해결 기준에 따름,(주)트랜드메카 고객센터/1599-3735,,,,,,,,,,
122,GG 자카드 패턴 니트 스카프,"520,000원",luxury,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,
123,Lou Tote Bag,"199,000원",luxury,토트백,면100%,,A.P.C/㈜아이디룩,불가리아,드라이클리닝,1. 공정거래위원회 고시 내 소비자 분쟁해결기준에 의거 보상합니다.  2. 구입 후 7일이내 제품에 손상이 없을 경우 교환 또는 환불 받으실 수 있습니다.  (고객변심에 의한 경우에는 왕복택배비를 부담)   3. 수령상품이 불량일 경우 자체 검품 확인후 교환 또는 환불이 가능합니다.,(주)아이디룩 고객센터 1833-2250,98(BLACK),30.5 X 37 X 8cm,,,,,,,,
124,[친구 맺고 3%적립] 뉴브릭 엠보싱 레더 카드케이스 2단 지갑,"370,000원",luxury,지갑,COWHIDE,11 x 9 x 1 cm,성주디앤디,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,성주디앤디,,,,,,,,,,
125,[공식] 그래니 프레임 펄스 크로스백 블랙,"480,000원",luxury,가방,100% Lamb Leather,,비비안웨스트우드 / 지인터내셔날㈜,중국,"수분, 직사광선, 이염, 변색, 화기 등 주의(고객센터문의)",관련 법 및 소비자 분쟁해결 규정에 따름,고객센터 1899-6408,상세참고,가로 25 x 세로 25 x 폭 15 x 끈 길이 x 110 (단위 cm),,,,,,,,
126,[GG 마몽] 하프문 쉐입 미니백,"1,870,000원",luxury,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,
127,Demi-Lune Mini Compact Wallet,"319,000원",luxury,지갑,소가죽 100%,10 x 8.5 x 2 cm,A.P.C./(주)아이디룩,스페인,부드러운 천에 무색의 왁스를 소량 묻혀 닦아 보관,1. 공정거래위원회 고시 내 소비자 분쟁해결기준에 의거 보상합니다.  2. 구입 후 7일이내 제품에 손상이 없을 경우 교환 또는 환불 받으실 수 있습니다.  (고객변심에 의한 경우에는 왕복택배비를 부담)   3. 수령상품이 불량일 경우 자체 검품 확인후 교환 또는 환불이 가능합니다.,(주)아이디룩 고객센터 1833-2250,,,,,,,,,,
128,[T 라인] 그레인 레더 TF 클래식 카드지갑,"360,000원",luxury,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,
129,[롯데백화점]보테가베네타 22FW 공용 인트레치아토 카드지갑 네이비 162150 V001,"291,000원",luxury,카드지갑,LEATHER,ONE SIZE,보테가베네타//(주)이지겟인터내셔널 (팹스타일/병행수입),이탈리아,"각 제품의 세탁법을 참고하시고, 햇빛,수분,이염,탈색 등에 주의하여 사용해 주시기 바랍니다.",관련법 및 소비자 분쟁해결 규정에 따름,(주)이지겟인터내셔널 (팹스타일)//02-542-7677,,,,,,,,,,
130,허 01,"259,000원",luxury,선글라스,아세테이트,"프레임 정면 148.2 mm, 프레임 옆면 147 mm, 렌즈 가로 65.3 mm, 렌즈 높이 55.8 mm",젠틀몬스터,중국,사용상 주의사항  - 태양 직접 관촬용이 아님 - 일광욕실에서와 같은 인공 광원에 대한 보호용이 아님 - 역학적 충격 위해에 대한 눈 보호용이 아님  취급 주의사항  - 제품을 착용한 상태에서의 격렬한 운동은 파손으로 인해 얼굴에 중상을 입힐 위험이 있으니 주의하시기 바랍니다. - 제품은 케이스에 넣어 건조한 장소에 보관하십시오. - 섭씨 영하 10도에서 영상 35도 사이의 온도에 보관하십시오. - 차 안 대시보드와 같이 밀폐된 공간에서 햇볕에 노출되거나 고온에 방치되는 경우 제품 기능에 손상을 줄 수 있습니다.,관련법 및 소비자 분쟁해결 기준에 따름,주식회사 아이아이컴바인드,,,,,,,,,,
