,name,price,type,제품명,"수입품의 경우 생산자, 수입자 및 제조국",식품의 유형,제조업소의 명칭과 소재지,"제조연월일(포장일 또는 생산연도), 유통기한 ","포장단위별 내용물의 용량(중량), 수량",원재료명 및 함량,영양성분,유전자 변형 식품의 경우 표시,소비자 안전을 위한 주의사항,수입식품인 경우 “수입식품안전관리특별법에 따른 수입신고를 필함”의 문구,소비자 상담 관련 전화번호,품명 및 모델명,재질,구성품,크기,출시년월,제조사,제조국,수입식품안전관리특별법에 따른 수입신고,품질보증기준,A/S 책임자,종류,소재,치수,취급시 주의사항,품목 및 제품명,용도 및 제형,제조연월 및 유통기한,"중량, 용량, 매수","효과,효능",제조국 및 제조사,어린이 보호포장 대상 제품 유무,제품에 사용된 화학물질 명칭,사용상 주의사항,신고번호 또는 승인번호,발행자,유효기간,교환권 공급자,이용조건,이용 가능 매장,환불조건 및 방법,소비자상담 관련 전화번호,품목 또는 명칭,"포장단위별 내용물의 용량(중량), 수량, 크기",생산자,농수산물의 원산지 표시에 관한 법률에 따른 원산지,"제조연월일(포장일 또는 생산연도), 유통기한",관련법상 표시사항,상품구성,보관방법 또는 취급방법,용량 또는 중량,제품 주요 사양,사용기한 또는 개봉 후 사용기간,사용방법,화장품제조업자 및 화장품책임판매업자,화장품법에 따라 기재·표시하여야 하는 모든 성분,기능성 화장품의 경우 화장품법에 따른 식품의약품안전처 심사필 유무,사용할 때 주의사항,소비자상담관련 전화번호,제품 소재,색상,제품구성,세탁방법/취급시 주의사항,"법에 의한 인증, 허가 등을 받았음을 확인할 수 있는 경우 그에 대한 사항",A/S 책임자와 전화번호 또는 소비자상담 관련 전화번호,기능정보,"섭취량, 섭취방법, 섭취시 주의사항 및 부작용 발생 가능성",영양정보,질병의 예방 및 치료를 위한 의약품이 아니라는 내용의 표현,제조연월,KC 인증 필 유무,정격전압/소비전력,"크기,무게",주요 사양,HB21-26-0383,사용연령 또는 체중범위,"취급방법 및 취급시 주의사항, 안전표시 (주의, 경고 등)","크기, 중량",소재/순도/밴드재질,중량,제조자,착용 시 주의사항,보증서 제공 여부,도서명,저자,출판사,쪽수,출간일,목차 또는 책소개
205,"""특별한 선물"" 페레로로쉐 T9 콜렉션 (9개입)","10,900원",samll_gift,페레로로쉐 T9(콜렉션),상품상세설명 참조,초콜릿가공품,"수입원 : 페레로 아시아 리미티드 한국지점 서울 특별시 서초구 마방로 10길5,13층 1302(양재동,태석빌딩) 판매원 : 매일유업(주) 경기도 평택시 진위면 진위서로 63","기재되어 있지않음, 입고시마다 변경이 잦아 판매자 측으로 연락주시면 빠른 답변드릴 수 있도록 하겠습니다.",상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,해당사항 없음,"부정, 불량식품 신고는 국번없이 1399",수입식품안전관리특별법에 따른 수입신고를 필함,010-2423-7215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,"""친구선물"" [귀여운선물] 패션피플 그로밋인형 20cm 귀여운 강아지인형 애착인형","11,900원",samll_gift,,,,,,,,,,,,,상품상세설명 참조,,,,,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,
207,"""달콤한수능응원"" 배스킨라빈스 엄외 초코볼 선물세트 10입 (엄마는 외계인8/민트 초코1/아빠는 딸바봉1)",23%,samll_gift,상품상세설명 참조,해당사항 없음,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,해당사항 없음,상품상세설명 참조,상품상세설명 참조,02-2276-4914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,"""집들이/생일 선물"" [선물포장/포토카드] 에이센트 디퓨저 200ml + 드레스퍼퓸 250ml 2종 집들이세트","12,900원",samll_gift,,,,,,,,,,,,0507-1357-8510,,,,,,,,,,,,,,,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,"""나를 위한 힐링 타임이 필요할때"" 불타는 무드등 A형 불멍 생일선물 집들이선물 인테리어","19,800원",samll_gift,,,,,,,,,,,,,상품상세설명 참조,,,,,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,
210,"""타닥타닥 타는 소리"" 갈색병 대형 우드 심지 소이캔들 향초 불멍 힐링","18,500원",samll_gift,,,,,,,,,,,,,,,,,,,,,,,,,,,갈색병 우드심지 소이캔들,방향용,해당사항 없음,상세페이지 표기,방향용,"대한민국, 하사장",해당사항 없음,"소이왁스, 향료",신고번호 또는 승인번호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,소비자 상담 관련 전화번호,,,,,,,,,,,,,,
211,[케이블선포함] 일체형 보조배터리 5000mAh (8PIN) (C타입),"15,400원",samll_gift,,,,,,,,,,,,,상품상세설명 참조,,,,,뷰랩,한국,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,해당없음,1644-7299,,,,,,,,,,,,,,,,,,,,,,,,
212,"""달콤한선물"" 길리안 시셀65g(6입)","6,900원",samll_gift,길리안 시쉘,롯데제과/서울시 영등포구 양평로 21길 25,초콜릿 가공품,상품상세설명 참조,"최근 3개월 이내 생산된 제품으로 발송,제조일로부터 12개월",상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,해당없음,해당없음,해당없음,고객센터 1544-2431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,"""합격기원 힘내엿 증정"" 설빙 인절미 크림떡 2팩","16,400원",samll_gift,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,1팩 270g x 2 = 총 2팩 540g,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,02-2261-3355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,"""환절기 목 관리하기"" 쌍계명차 티 마스터 캔 모과돌배 수국유자차 제주황귤차 12티백 3종 택2","19,800원",samll_gift,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,[홀더 일체형] 콜린스 올인원 인센스 스틱 70P (향 5종 중 택1),"13,900원",samll_gift,,,,,,,,,,,,1522-8671,,,,,,,,,,,,,,,상품상세설명 참조,일반용-실내공간용/분사형-연소형,해당사항 없음,상품상세설명 참조,해당사항 없음,"한국/청솔향방, 경기도 이천시 도자예술로61번길 26, 031-632-5401",해당사항 없음,"백단(리그닌 등), 향료(리날로올 등)",상품상세설명 참조,제DB20-12-2082호/제DB20-12-0723호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,[수능선물추천] [핑크선물포장/네잎클로버/행운/행복] 행운의 목걸이+네잎클로버(코팅)+선물포장,"14,700원",samll_gift,,,,,,,,,,,,,,,,,,,한국,,관련법 및 소비자분쟁해결기준에 따름,헤스티아 고객센타 / 02-2038-2809,,,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRASS 100%,,,,,BRASS/100%/해당없음,상품상세설명 참조,헤스티아,"뜨거운 열,물,비누,화장품,향수,염분,땀등에 노출시 변색이 될수 있으니 착용 및 보관시 주의해주세요. -금의특성(연성)상 착용에 의해 늘어남 및 형태의 일부변형이 발생할 수 있습니다. -심하게 잡아당길시 끈어질수 있으니 주의해주세요.(이와같은경우 고객과실로 교환및반품이 어렵습니다.) -알러지반응 있을시 착용을 중지해주세요.",제공함,,,,,,
217,"""간 건강엔 밀크씨슬"" [특별구성] GNC 밀크씨슬 (60캡슐) +필케이스 증정","19,900원",samll_gift,GNC 밀크씨슬 (600mg 60캡슐 30일분),,건강기능식품,코스맥스바이오㈜ / 충청북도 제천시 바이오밸리 3로 30,,36mg (600mg x 60캡슐),"밀크씨슬추출물(프랑스산), 대두유(외국산 : 아르헨티나, 미국, 브라질 등), 밀납, 다두레시틴 [캡슐기제] 젤라틴, 글리세린, 카라멜색소혼합제제(카라멜색소, 덱스트린)",,해당사항 없음,"보관 시 주의사항 : 성상변화가 우려 되오니 고온다습한 곳은 피하여 보관하십시오. 섭취 시 주의사항 : 원료를 확인하시고, 섭취 전에 전문가와 상담하시기 바랍니다. [밀크씨슬추출물]① 알레르기 반응이 나타나는 경우에는 섭취를 중단하십시오. ②설사, 위통, 복부팽만 등의 위장관계 장애가 나타나는 경우 섭취에 주의하십시오. 제품의 품질유지를 위해 동봉된 강력방습제인 실리카겔(SILIICA GEL)은 식용이 아니므로 절대 먹지 마십시오. 제품은 알레르기 발생 가능성이 있는 알류(가금류), 우유, 메밀, 밀, 고등어, 게, 새우, 복숭아, 토마토, 호두, 닭고기, 쇠고기, 오징어, 조개류(굴, 전복, 홍합 포함), 아황산류, 잣을 사용한 제품과 같은 제조 시설에서 제조하고 있습니다.",해당사항 없음,080-700-0277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"수시로 생산 및 입고, 출고가 되기 때문에 제조일자를 표기하기 어렵습니다. 수령일 기준 50% 이내 제조(생산)된 제품이 배송됩니다. 물류고객센터: 02-486-7731 로 연락주시면 자세한 안내가 가능합니다./유통기한: 제품 케이스 하단 또는 제품 옆면 별도 표시, 유통기한 제품표시 기간까지",,,,,,,,,,,,,,,,,,,밀크씨슬 추출물 : 간 건강에 도움을 줄 수 있음,"1일 1회, 1회 2캡슐을 물과 함께 섭취하십시오.","1일 섭취량 당 함량 : 열량 10kcal, 지방 1g(2%), 실리마린 130mg ※ ( ) 안의 수치는 1일 영양성분 기준치에 대한 비율임.",본 제품은 질병의 예방 및 치료를 위한 의약품이 아닙니다.,,,,,,,,,,,,,,,,,,,,
218,"[단독 선물포장🎁] ""포근한 날만 가득하길"" 시그니처 체크 머플러 / 여자친구 생일 선물 포장","28,000원",samll_gift,,,,,,,,,,,,,,,,,,얼모스트블루,대한민국,,관련 법령에 따름,얼모스트블루 070-8800-7527,머플러,acrylic,상품상세설명 참조,제품에 이물질이 묻었을 경우 젖은 헝겊으로 오염부분을 조심히 닦아주세요. 세탁 필요 시 드라이클리닝을 권장 드립니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,"[NEW] ""우주담은초콜릿"" 챠클넷트 플레닛 8구","13,900원",samll_gift,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,"""생일선물"" ""설렘같은 그대"" 11월의꽃 칼랑코에 생일화 디퓨저(170ml) 선물세트","20,000원",samll_gift,,,,,,,,,,,,(주)리빙앤유 / 070-4618-5112,,,,,,,,,,,,,,,아스파시아 퍼퓸 디퓨저,"용도: 일반용(실내공간용), 자동차용(실내용), 제형: 액체형",별도표기/제조일로부터 24개월(정확한 제조연월일을 확인하시려면 고객센터(070-4618-5112)로 연락주시기 바랍니다,상품상세설명 참조,해당없음,㈜리빙앤유/대한민국,해당사항없음,상품상세설명 참조,①방향제 사용 용도 이외의 다른 목적으로 사용하지 마세요.  ②영유아 등 어린이의 손에 닿지 않는 곳에서 사용하세요.  ③내용물이 눈이나 피부에 접촉되지 않도록 하세요.  ④제품의 내용물을 분무기 등에 담아 분사하지 마시오.   ⑤피부가 민감하거나 손상된 사람은 제품을 장기간 접촉하지 않도록 주의하시오.,FB21-12-0925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,[쿠키선물박스] 한정판 디어테디 틴케이스3가지맛 선물세트(감동문구증정),"13,500원",samll_gift,디어테디 틴케이스,VFOODS/더케이홀딩스,과자,VFOODS/태국,상시생산/제조일로부터1년,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,해당사항없음,상품상세설명 참조,수입식품안전관리특별법에 따른 수입신고를 필함,070-5080-0810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,[특별한선물] 세상에 하나뿐인 바닐라크림치즈 도시락 레터링케이크 13종,"19,900원",samll_gift,상품상세설명 참조,상품상세설명 참조,빵류(케익류),주식회사 스위트블러썸 / 경기도 하남시 하남대로 933번길 11,"발송일 1일전 제조, 배송일로부터 3일내(냉장보관)","370g, 1개","자연치즈[뉴질랜드산/우유,크림(우유),정제소금,로커스트콩검,배양액],전란액(국산),백설탕,박력분(미국산/밀),버터(뉴질랜드산/유크림100%,우유함유),슈가파우더(설탕,전분),가공버터, 마가린,백설탕,우유,난백,유화제[정제수, 고과당, 글리세린지방산에스테르, 프로필렌글리콜, 자당지방산에스테르, 소르비탄지방산에스테르,주정(국산), 폴르소르베이트60, 합성향료(바닐라향)],물엿,합성팽창제[산성피로인산나트륨, 탄산수소나트륨,전분(수입산),제일인산칼슘,젖산칼슘],소금,혼합제제 식품첨가물[미국/희석제(고과당콘시럽,설탕,글리세린,정제수,히드록시프로필전분),착색료 식용색소(황색4호,황색5호,적색40호,청색1호,청색2호),증점제(카라기난검, 잔탄검),산도조절제(구연산),보존료(소브산칼륨,안식향산나트륨)]","1회분량 100g당 394.3Kcal (총 내용량 1.6kg), 탄수화물70.8g(21%), 당류 23g, 지방 10.7g, 트랜스지방 0g, 포화지방 8.7g(58%), 단백질 3.7g(0.06%), 콜레스테롤 13.3mg(0.04%), 나트륨 47.3mg(0.02%)",해당사항없음,상품상세설명 참조,해당사항없음,1544-9560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,"""수능응원선물"" ""합격은 약과지"" 호정가 찹쌀약과세트 1KG / 달콤한 전통과자세트","12,900원",samll_gift,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,"""후기가 말해주는"" [아이코닉] 레터링 네컷 앨범 (커플 셀프 사진첩 인생 선물 포토북 바인더 접착식 셀픽스)","15,000원",samll_gift,,,,,,,,,,,,,상품상세설명 참조,,,,,(주)아이코닉디자인,한국,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,해당없음,(주)아이코닉디자인 02-2231-1959,,,,,,,,,,,,,,,,,,,,,,,,
225,"[고디바] 펄 초콜릿 3종 (택1: 밀크, 다크, 밀크카푸치노)","14,000원",samll_gift,상품상세설명 참조,상품상세설명 참조,초콜릿가공품,생산 : Önem Gıda San. Tic. A.Ş. (터키) 수입원 : ㈜BSK 코퍼레이션,"본 상품은 상시제조 상품인 관계로 제조연월/유통기한 정보 제공이 어렵습니다.생산자 or 협력업체 or 소비자상담 (tel. 080-827-7700)으로 연락 시, 정보확인 가능, 본 상품은 상시제조 상품인 관계로 제조연월/유통기한 정보 제공이 어렵습니다.생산자 or 협력업체 or 소비자상담 (tel. 080-827-7700)으로 연락 시, 정보확인 가능","다크 43g(233kal), 밀크 43g(235kal), 밀크 카푸치노 43g(235kal), 1개",터키,상품 상세정보 참조,해당없음,상품상세설명 참조,식품위생법에 따른 수입신고를 필함,80-827-7700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,"[크리스마스 초콜릿] ""프랑스산 카카오"" 유기농 파베 생초콜릿(20개입)","16,900원",samll_gift,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,"[단독 선물포장🎁] ""한없이 따뜻한 너에게"" 플레인 체크 머플러 / 여자친구 생일 선물 포장","28,000원",samll_gift,,,,,,,,,,,,,,,,,,얼모스트블루,대한민국,,관련 법령에 따름,얼모스트블루 070-8800-7527,머플러,acrylic 100%,상품상세설명 참조,제품에 이물질이 묻었을 경우 젖은 헝겊으로 오염부분을 조심히 닦아주세요. 세탁 필요 시 드라이클리닝을 권장 드립니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,[선물포장] 오가다 자연담은 과일차 3종 택 1(꿀생강차/유자모과차/레몬차),"11,900원",samll_gift,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,유통기한은 제조일로부터 24개월으로 정확한 제조연월일을 확인하시려면 오가다 고객센터(02-738-0124)로 문의하시기 바랍니다.,상품상세설명 참조,상품상세설명 참조,"꿀생강차(100g당) : 칼로리 270kcal, 나트륨 30mg(2%), 탄수화물 68g(21%), 당류 59g(59%), 콜레스테롤 0mg(0%), 지방 0g(0%), 트랜스지방 0g, 포화지방 0g(0%), 단백질 0g(0%)  유자모과차(100g당) : 칼로리 250kcal, 나트륨 1mg(0%), 탄수화물 62g(19%), 당류 58g(58%), 콜레스테롤 0mg(0%), 지방 0g(0%), 트랜스지방 0g, 포화지방 0g(0%), 단백질 0g(0%)  레몬차(100g당) : 칼로리 235kcal, 나트륨 1mg(0%), 탄수화물 58g(18%), 당류 55g(55%), 콜레스테롤 0mg(0%), 지방 0g(0%), 트랜스지방 0g, 포화지방 0g(0%), 단백질 1g 미만(1%)  1일 영영성분 기준치에 대한 비율(%)은 2,000kcal 기준이므로 개인의 필요 열량에 따라 다를 수 있습니다.",해당사항 없음,상품상세설명 참조,해당사항 없음,02-738-0124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,"""따듯한 오둥이입니다만"" New 오둥이 극세사 부들부들 보들 대형 담요 (톡별)","15,900원",samll_gift,,,,,,,,,,,,,,,,,,상품상세설명 참조,상품상세설명 참조,,본 제품은 공정거래위원회 고시 소비자 분쟁해결기준에 의거 교환 및 보상을 받으실 수 있습니다. / 제품 수령일로 부터 7일 이내,잇츠유어프라임타임 고객센터 070-8804-2345,,,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,
230,[선물추천] 하겐다즈 파인트 2개 (파인트1개+바2개/파인트1개+미니컵2개 선택가능),"19,900원",samll_gift,상품상세설명 참조,상품상세설명 참조,상품 상세이미지 참조,상품 상세이미지 참조,"상품 상세이미지 참조, 상품 상세이미지 참조","상품 상세이미지 참조, 상품 상세이미지 참조",상품 상세이미지 참조,상품 상세이미지 참조,해당없음,상품상세설명 참조,해당없음,상품 상세이미지 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,"페레로로쉐 골드 패키지 (하트8입 1개, 5입 2개)","15,500원",samll_gift,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,"""행복당충전"" 디디얌 간단선물 뚱카롱(마카롱) 3구","9,900원",samll_gift,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,[고디바] 다크 초콜릿 미니 프레첼 (프레즐),"15,000원",samll_gift,상품상세설명 참조,상품상세설명 참조,초콜릿 가공품,생산 : THE WARRELL CORPORATION(미국) 수입원 : ㈜BSK 코퍼레이션,"본 상품은 상시제조 상품인 관계로 제조연월/유통기한 정보 제공이 어렵습니다.생산자 or 협력업체 or 소비자상담 (tel. 080-827-7700)으로 연락 시, 정보확인 가능, 본 상품은 상시제조 상품인 관계로 제조연월/유통기한 정보 제공이 어렵습니다.생산자 or 협력업체 or 소비자상담 (tel. 080-827-7700)으로 연락 시, 정보확인 가능","71g(330kcal), 1",상세이미지 참조,상세이미지 참조,해당없음,상품상세설명 참조,식품위생법에 따른 수입신고를 필함,080-827-7700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,"""행운 가득 선물"" 그랜드 페레로 로쉐 다크 125g 1개 (a.k.a 대왕로쉐)","12,900원",samll_gift,그랜드 페레로 로쉐 2종,수입국 : 대한민국,가공식품,상품상세설명 참조,유통기한 : 2022-04-26,125g 1개,상품상세설명 참조,상품상세설명 참조,해당사항 없음,상품상세설명 참조,상품상세설명 참조,1588-1539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,"""온가족 뼈튼튼🦴 "" 종근당 칼슘 마그네슘 비타민D 아연 180정 1박스(3개월분)","13,900원",samll_gift,상품상세설명 참조,,건강기능식품,상품기술서참조,,"180g (1,000mgX180정) X 1, 1",상품기술서참조,,해당없음,상품상세설명 참조,해당없음,02-926-3840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"본 제품은 제조일에 따라 유통기한이 상이하므로 자세한 날짜는 소비자 상담번호로 문의바랍니다., 유통기한:제조일로부터 24개월",,,,,,,,,,,,,,,,,,,상품기술서참조,상품기술서참조,상품기술서참조,본 제품은 질병의 예방 및 치료를 위한 의약품이 아닙니다,,,,,,,,,,,,,,,,,,,,
236,"""신세계 입점 브랜드"" 베키아에누보 레어 프로마쥬 케이크","19,900원",samll_gift,상품상세설명 참조,상품상세설명 참조,빵류(가열하지않고섭취하는냉동식품),신세계푸드 천안공장 / 충청남도 천안시 서북구 2공단3로 101 (업성동),지속적인 생산으로 정확한 제조일자 기입이 어렵습니다. 유통기한: 제조일로부터 3개월 (냉동),"380g, 1개",상세페이지 참조,상세페이지 참조,해당사항 없음,상품상세설명 참조,해당사항 없음,신세계푸드 고객상담센터 02)3397-6250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,"[화과방] ""심쿵 디저트"" 초코/딸기/피치 찰떡 (40gx8개입)/찹쌀떡","11,900원",samll_gift,상품상세설명 참조,상품상세설명 참조,떡류,㈜대두식품 전북 군산시 서수면 상장곤윗길 45,"상시제조, 제조일로부터 1년(냉동보관)","상세페이지 참조, 상세페이지 참조",상세페이지 참조,해당사항 없음,해당사항 없음,상품상세설명 참조,해당사항 없음,(주) 대두식품/ 070-8661-9539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,오늘 밤 '핫하게' 코끼리 이벤트 남성 티팬티 속옷 기념일 쓸모없는 선물,"6,900원",samll_gift,,,,,,,,,,,,,,,,,,상품상세설명 참조,중국,,상품상세설명 참조,02-6956-6788(월~금 10:00~17:00 점심시간13:00~14:00),언더웨어,상품상세설명 참조,상품상세설명 참조,"손세탁권장, 건조기 사용 금지",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,"""겨울에는 함께"" 얼모스트블루x베니르 위클리 머플러 / 커플 여자친구 남자친구 선물","28,000원",samll_gift,,,,,,,,,,,,,,,,,,얼모스트블루,대한민국,,관련 법령에 따름,얼모스트블루 070-8800-7527,머플러,acrylic 100%,상품상세설명 참조,제품에 이물질이 묻었을 경우 젖은 헝겊으로 오염부분을 조심히 닦아주세요. 세탁 필요 시 드라이클리닝을 권장 드립니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,"""당충전 완료"" 70년전통 벨기에 나트라세인트 트러플초콜릿150gX2박스","9,900원",samll_gift,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,페레로로쉐 골드 30입 선물세트 (T5 x 6개) (톡별),"19,800원",samll_gift,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,"""수능응원"" 실크처럼 부드러운 소프트리얼초콜릿 (밀크)","9,500원",samll_gift,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
